DATE,cloud_cover,wind_speed,wind_gust,humidity,pressure,precipitation,sunshine,temp_mean,picnic_weather
20020628,6,4.4,15.0,0.79,1.0177,0.41,4.3,13.1,False
20020629,4,3.3,10.0,0.66,1.0198,0.0,11.4,14.7,True
20020630,6,5.3,13.0,0.78,1.0138,0.0,2.8,15.7,True
20020701,8,5.5,15.0,0.9,1.0034,0.95,0.5,13.5,False
20020702,8,5.3,16.0,0.83,1.0015,0.28,4.1,14.1,False
20020703,8,4.6,12.0,0.93,0.9988,1.44,0.4,14.1,False
20020704,6,3.9,12.0,0.79,1.0133,0.27,10.5,15.6,False
20020705,7,3.2,9.0,0.81,1.0127,0.0,0.7,15.7,True
20020706,8,2.4,9.0,0.85,1.0142,0.0,1.1,16.1,True
20020707,8,2.7,9.0,0.86,1.0165,0.04,0.7,15.7,False
20020708,4,2.7,9.0,0.78,1.0118,0.0,7.8,18.7,True
20020709,6,2.6,10.0,0.86,1.0075,1.34,4.6,19.0,False
20020710,7,2.4,7.0,0.91,1.0111,0.35,0.2,14.6,False
20020711,3,3.5,11.0,0.8,1.0181,0.0,11.1,15.1,True
20020712,6,1.8,6.0,0.77,1.0204,0.0,4.4,16.6,True
20020713,7,1.9,6.0,0.89,1.0174,1.68,2.8,17.4,False
20020714,6,3.5,9.0,0.85,1.0229,0.0,6.3,18.8,True
20020715,4,3.5,9.0,0.77,1.0218,0.0,11.4,20.0,True
20020716,3,4.1,12.0,0.74,1.0179,0.0,10.6,19.8,True
20020717,5,3.9,11.0,0.78,1.0175,0.0,8.7,18.4,True
20020718,5,4.1,11.0,0.73,1.0187,0.0,9.3,16.0,True
20020719,7,1.9,6.0,0.75,1.0191,0.0,0.4,14.9,True
20020720,6,2.2,10.0,0.79,1.0157,0.64,7.7,15.7,False
20020721,6,3.8,13.0,0.87,1.0135,0.52,6.5,15.4,False
20020722,7,3.5,10.0,0.73,1.0176,0.0,6.5,16.4,True
20020723,8,4.4,13.0,0.88,1.0115,0.42,0.1,17.2,False
20020724,7,3.1,9.0,0.79,1.0133,0.01,4.1,16.6,False
20020725,6,2.8,9.0,0.78,1.0153,0.04,4.2,16.1,False
20020726,4,3.1,9.0,0.82,1.0163,0.11,7.6,19.1,False
20020727,3,2.0,7.0,0.81,1.019,0.0,10.2,20.7,True
20020728,0,1.8,6.0,0.74,1.0188,0.0,13.0,23.0,True
20020729,1,2.1,7.0,0.69,1.0176,0.0,13.3,24.6,True
20020730,3,2.1,17.0,0.75,1.0108,1.59,11.8,23.9,False
20020731,6,1.9,6.0,0.87,1.0085,0.01,3.2,21.3,False
20020801,7,2.4,10.0,0.93,1.0116,0.72,0.2,16.3,False
20020802,4,2.0,9.0,0.73,1.0134,0.0,12.3,18.8,True
20020803,6,1.5,8.0,0.9,1.0133,1.4,3.3,15.8,False
20020804,6,1.4,7.0,0.86,1.0122,0.48,5.8,17.1,False
20020805,7,1.3,6.0,0.92,1.0128,1.43,0.8,16.7,False
20020806,7,1.6,6.0,0.9,1.012,0.76,2.8,17.7,False
20020807,5,1.3,9.0,0.91,1.0155,2.49,3.8,18.1,False
20020808,4,1.5,5.0,0.85,1.0122,0.0,4.5,18.5,True
20020809,6,2.4,8.0,0.86,1.0052,0.17,4.7,18.3,False
20020810,7,1.8,6.0,0.86,1.005,0.0,3.1,18.2,True
20020811,6,2.6,7.0,0.83,1.006,0.0,4.3,18.6,True
20020812,5,3.2,9.0,0.82,1.0111,0.0,6.6,18.0,True
20020813,1,2.3,7.0,0.8,1.0193,0.0,12.0,18.2,True
20020814,5,1.3,5.0,0.82,1.0203,0.0,3.6,19.5,True
20020815,1,1.7,6.0,0.78,1.0182,0.0,11.1,20.9,True
20020816,1,1.5,6.0,0.74,1.0186,0.0,11.5,21.8,True
20020817,1,2.0,6.0,0.71,1.0163,0.0,13.4,22.0,True
20020818,2,2.5,8.0,0.72,1.0128,0.0,11.6,23.1,True
20020819,6,1.9,7.0,0.8,1.0139,0.16,4.7,22.2,False
20020820,7,1.8,12.0,0.92,1.0136,2.52,1.0,18.7,False
20020821,8,2.5,8.0,0.94,1.0142,0.15,0.0,17.7,False
20020822,8,1.8,7.0,0.86,1.0183,0.01,0.8,16.5,False
20020823,7,1.8,5.0,0.85,1.0193,0.0,2.2,17.0,True
20020824,8,2.6,8.0,0.94,1.0192,0.83,0.0,16.9,False
20020825,4,2.1,6.0,0.85,1.0232,0.01,7.4,17.6,False
20020826,4,2.5,8.0,0.85,1.0201,0.0,8.2,18.3,True
20020827,7,3.5,10.0,0.87,1.0153,0.0,1.8,20.7,True
20020828,4,3.2,8.0,0.84,1.0172,0.0,5.3,20.5,True
20020829,3,1.4,5.0,0.84,1.0187,0.0,6.9,18.0,True
20020830,6,2.5,7.0,0.91,1.0184,0.0,1.2,17.9,True
20020831,7,3.1,9.0,0.83,1.0216,0.08,1.9,16.9,False
20020901,4,2.4,7.0,0.75,1.0298,0.0,7.0,15.2,True
20020902,2,3.4,9.0,0.74,1.0286,0.0,11.2,16.3,True
20020903,3,3.5,10.0,0.72,1.0186,0.11,9.9,16.1,False
20020904,1,1.3,6.0,0.81,1.0115,0.0,10.9,14.9,True
20020905,2,1.9,7.0,0.8,1.0141,0.0,8.7,15.5,True
20020906,7,3.7,10.0,0.86,1.0143,0.0,1.4,16.9,True
20020907,7,3.4,12.0,0.85,1.0107,1.22,1.3,17.1,False
20020908,7,2.4,9.0,0.86,1.0106,0.66,2.1,17.4,False
20020909,4,3.0,12.0,0.81,1.0118,0.0,4.5,18.1,True
20020910,6,1.2,5.0,0.9,1.0208,0.0,0.0,14.9,True
20020911,7,2.7,7.0,0.89,1.0251,0.16,1.0,16.6,False
20020912,1,3.7,9.0,0.77,1.0261,0.0,12.0,17.3,True
20020913,1,2.5,8.0,0.79,1.0256,0.0,11.7,16.5,True
20020914,8,2.7,10.0,0.84,1.023,0.0,1.6,16.6,True
20020915,3,2.5,9.0,0.76,1.0225,0.0,10.6,15.2,True
20020916,4,1.9,6.0,0.85,1.0201,0.0,3.9,13.4,True
20020917,8,1.3,6.0,0.9,1.0183,0.0,0.0,14.2,False
20020918,8,1.3,5.0,0.85,1.0172,0.0,0.5,14.5,False
20020919,8,1.5,6.0,0.84,1.017,0.0,0.0,14.7,False
20020920,7,1.4,6.0,0.82,1.02,0.0,3.1,14.2,True
20020921,8,1.6,5.0,0.88,1.0173,0.03,1.5,13.5,False
20020922,5,3.4,13.0,0.84,1.0114,0.38,8.4,13.3,False
20020923,2,4.7,12.0,0.74,1.0188,0.0,10.8,12.2,False
20020924,2,3.4,12.0,0.76,1.0233,0.0,10.8,10.2,False
20020925,6,2.5,9.0,0.86,1.0175,0.23,4.4,13.1,False
20020926,7,1.8,9.0,0.92,1.0161,0.43,1.4,12.3,False
20020927,6,1.5,5.0,0.9,1.0237,0.0,2.5,12.1,True
20020928,7,1.2,5.0,0.89,1.0285,0.0,0.9,11.8,False
20020929,4,1.6,6.0,0.87,1.0289,0.0,6.1,11.5,True
20020930,1,2.0,7.0,0.82,1.0256,0.0,10.7,11.0,True
20021001,3,1.5,4.0,0.86,1.0228,0.0,8.4,11.7,True
20021002,6,1.6,6.0,0.89,1.0207,0.0,3.2,13.3,True
20021003,7,2.5,7.0,0.95,1.0215,0.14,0.5,14.5,False
20021004,3,2.2,10.0,0.85,1.026,0.0,7.5,11.6,False
20021005,7,3.3,10.0,0.94,1.0196,1.26,0.0,13.0,False
20021006,4,3.8,14.0,0.84,1.0167,0.11,6.9,10.4,False
20021007,7,2.0,7.0,0.94,1.0181,0.31,1.4,8.3,False
20021008,1,3.8,9.0,0.76,1.0163,0.0,9.8,6.1,False
20021009,1,5.9,13.0,0.75,1.0113,0.0,10.2,8.8,False
20021010,1,5.8,11.0,0.74,1.0123,0.0,10.2,8.4,False
20021011,1,5.0,11.0,0.69,1.0158,0.0,10.0,6.5,False
20021012,8,3.1,7.0,0.76,1.013,0.0,0.2,6.1,False
20021013,8,3.0,8.0,0.86,1.0113,0.0,0.0,7.7,False
20021014,8,3.3,10.0,0.95,1.0049,1.17,0.0,9.1,False
20021015,7,2.7,9.0,0.96,1.007,0.0,0.3,8.1,False
20021016,7,5.3,13.0,0.85,0.9974,0.06,1.7,12.2,False
20021017,6,2.6,10.0,0.86,1.0004,0.19,5.6,9.3,False
20021018,6,3.1,10.0,0.92,1.0059,0.44,2.4,7.1,False
20021019,5,2.5,8.0,0.9,1.0163,0.43,4.5,5.9,False
20021020,7,2.4,9.0,0.86,1.0161,0.21,4.0,7.5,False
20021021,7,3.2,11.0,0.94,0.9982,0.17,0.0,10.3,False
20021022,8,4.3,12.0,0.91,0.9885,0.22,0.7,13.6,False
20021023,6,4.6,14.0,0.79,0.9961,0.37,2.0,9.8,False
20021024,5,3.5,9.0,0.81,1.0077,0.02,6.8,8.1,False
20021025,7,5.4,19.0,0.89,0.9958,0.94,0.1,11.9,False
20021026,7,5.5,17.0,0.76,1.0079,0.24,2.6,10.6,False
20021027,7,9.1,28.0,0.83,1.0025,2.6,1.5,11.4,False
20021028,4,4.4,13.0,0.75,1.0255,0.0,8.5,9.5,False
20021029,7,2.4,7.0,0.87,1.0185,0.08,0.0,8.2,False
20021030,6,1.6,5.0,0.87,1.0153,0.12,5.7,8.7,False
20021031,2,1.4,4.0,0.89,1.0196,0.0,7.5,5.6,False
20021101,8,3.0,8.0,0.96,1.015,0.41,0.5,9.4,False
20021102,6,3.2,10.0,0.9,1.0105,0.25,4.4,13.0,False
20021103,6,3.9,11.0,0.9,1.0048,1.19,3.7,11.7,False
20021104,6,1.5,7.0,0.94,1.0147,0.12,5.1,8.8,False
20021105,4,1.6,5.0,0.91,1.0244,0.0,3.7,6.7,False
20021106,7,4.1,11.0,0.89,1.016,1.36,4.0,8.5,False
20021107,6,2.5,13.0,0.89,1.0114,0.56,1.7,7.1,False
20021108,7,5.0,14.0,0.93,1.0059,1.87,0.8,7.3,False
20021109,4,2.5,10.0,0.88,1.0029,0.01,4.3,6.5,False
20021110,6,3.0,9.0,0.96,1.0055,0.34,0.6,5.0,False
20021111,4,3.3,9.0,0.91,1.0034,0.06,5.0,9.4,False
20021112,6,4.8,12.0,0.9,1.0046,0.08,0.2,9.5,False
20021113,7,4.2,12.0,0.92,0.994,0.5,1.2,9.4,False
20021114,4,4.9,12.0,0.78,0.9875,0.02,3.3,10.2,False
20021115,5,2.1,7.0,0.93,0.9943,0.0,3.4,6.5,False
20021116,8,2.1,6.0,0.98,0.9993,0.0,0.0,6.7,False
20021117,7,2.4,6.0,0.95,1.0082,0.01,1.9,9.0,False
20021118,8,2.0,5.0,0.96,1.014,0.0,0.0,7.8,False
20021119,8,2.3,6.0,0.86,1.0141,0.0,0.0,7.2,False
20021120,4,3.3,7.0,0.91,1.0092,0.0,5.3,5.5,False
20021121,7,4.2,10.0,0.85,0.9959,0.04,0.0,9.8,False
20021122,5,3.0,8.0,0.91,0.999,0.0,1.3,7.5,False
20021123,4,3.3,9.0,0.89,1.0051,0.33,5.6,7.1,False
20021124,3,2.9,6.0,0.91,1.0079,0.04,7.0,7.7,False
20021125,7,2.5,6.0,0.97,1.0038,0.59,0.0,5.4,False
20021126,6,2.0,5.0,0.94,1.0133,0.0,2.2,6.8,False
20021127,5,3.4,8.0,0.92,1.0145,0.0,5.5,6.0,False
20021128,7,3.0,7.0,0.95,1.0098,0.46,0.0,7.0,False
20021129,8,1.8,5.0,0.95,1.0133,0.03,0.2,7.8,False
20021130,8,1.2,4.0,1.0,1.0198,0.0,0.0,5.7,False
20021201,8,4.9,12.0,0.93,1.0071,0.77,0.0,7.3,False
20021202,7,3.7,9.0,0.94,0.9996,0.02,0.0,7.1,False
20021203,8,1.7,4.0,0.98,1.0117,0.0,0.7,6.3,False
20021204,8,2.7,7.0,0.97,1.0144,0.0,0.0,4.5,False
20021205,8,2.9,9.0,0.91,1.0226,0.0,1.4,5.2,False
20021206,8,5.1,11.0,0.85,1.0295,0.0,0.0,2.2,False
20021207,8,5.0,11.0,0.84,1.027,0.01,0.0,0.2,False
20021208,5,5.4,11.0,0.7,1.0284,0.0,2.1,-2.3,False
20021209,1,5.5,11.0,0.64,1.0296,0.0,6.8,-5.1,False
20021210,1,5.4,10.0,0.7,1.0266,0.0,6.5,-6.5,False
20021211,1,5.4,11.0,0.66,1.0252,0.0,6.3,-5.9,False
20021212,7,3.3,7.0,0.67,1.0221,0.0,0.4,-2.8,False
20021213,7,2.3,5.0,0.76,1.0243,0.02,1.4,-1.3,False
20021214,8,3.0,8.0,0.93,1.0203,0.0,0.0,0.2,False
20021215,8,5.8,11.0,0.92,1.0105,0.47,1.4,2.8,False
20021216,8,2.8,9.0,0.99,1.0106,0.35,0.0,3.0,False
20021217,8,2.0,6.0,0.96,1.0239,0.0,0.0,1.5,False
20021218,4,0.7,3.0,0.95,1.0325,0.0,3.8,-1.1,False
20021219,6,2.3,7.0,0.93,1.0301,0.0,3.2,0.9,False
20021220,5,1.6,5.0,0.95,1.0192,0.0,2.7,-0.7,False
20021221,8,1.7,6.0,0.98,1.0184,0.0,0.7,2.2,False
20021222,8,4.5,13.0,0.98,1.007,2.32,0.0,5.3,False
20021223,8,3.2,8.0,0.98,1.0124,0.1,0.0,3.8,False
20021224,8,3.2,9.0,0.97,1.0096,0.33,0.4,9.4,False
20021225,7,2.7,9.0,0.96,1.0124,0.06,0.2,9.5,False
20021226,7,4.3,11.0,0.92,1.0031,0.84,1.0,9.5,False
20021227,8,3.9,8.0,0.95,0.9941,0.92,0.0,10.9,False
20021228,8,3.1,9.0,0.94,0.9984,0.34,0.2,9.0,False
20021229,8,3.3,8.0,0.95,1.0013,1.79,0.0,7.5,False
20021230,8,5.1,16.0,0.95,0.9986,0.55,0.0,6.8,False
20021231,7,4.8,13.0,0.78,1.0131,0.0,3.5,0.2,False
20030101,8,4.7,15.0,0.93,0.9994,1.69,0.0,4.7,False
20030102,8,4.0,15.0,0.96,0.9851,1.89,0.0,9.2,False
20030103,8,2.9,12.0,0.93,0.9965,0.28,0.0,4.2,False
20030104,4,3.9,11.0,0.76,1.011,0.0,1.2,-1.7,False
20030105,6,2.2,7.0,0.92,1.0131,0.04,1.2,-2.6,False
20030106,7,3.6,10.0,0.81,1.0165,0.09,4.3,-0.8,False
20030107,5,2.8,8.0,0.82,1.0217,0.0,4.8,-5.4,False
20030108,5,3.2,8.0,0.73,1.019,0.0,2.1,-5.7,False
20030109,2,2.8,7.0,0.69,1.0218,0.0,6.7,-7.8,False
20030110,5,2.6,6.0,0.73,1.0262,0.0,2.7,-4.5,False
20030111,3,1.4,5.0,0.82,1.0356,0.0,6.8,-4.2,False
20030112,6,3.5,10.0,0.88,1.0322,0.0,4.2,-0.4,False
20030113,8,5.4,12.0,0.93,1.0242,0.24,0.0,6.5,False
20030114,8,5.1,11.0,0.9,1.0268,0.02,0.3,7.2,False
20030115,7,6.3,15.0,0.84,1.022,0.15,1.0,5.9,False
20030116,3,4.3,10.0,0.92,1.0252,0.0,5.9,5.1,False
20030117,6,5.0,12.0,0.89,1.0184,0.01,2.5,3.3,False
20030118,8,4.5,10.0,0.94,1.0154,0.02,0.0,4.5,False
20030119,7,5.8,12.0,0.89,1.0031,0.24,0.0,4.5,False
20030120,8,6.0,13.0,0.9,0.9982,0.35,0.0,7.6,False
20030121,5,4.4,10.0,0.88,0.9893,0.22,2.5,7.5,False
20030122,8,4.7,13.0,0.91,0.9922,0.34,0.0,7.2,False
20030123,6,3.6,11.0,0.92,1.0188,0.07,0.0,5.3,False
20030124,3,2.2,7.0,0.91,1.0365,0.0,7.3,2.3,False
20030125,6,4.1,11.0,0.93,1.0296,0.15,1.3,4.1,False
20030126,6,3.4,10.0,0.97,1.0263,0.23,0.8,5.4,False
20030127,8,4.0,11.0,0.94,1.0231,0.16,0.8,9.3,False
20030128,7,6.2,16.0,0.81,1.0089,0.49,0.3,6.1,False
20030129,7,4.3,13.0,0.91,1.0,0.64,2.5,3.9,False
20030130,6,3.2,13.0,0.87,1.0026,0.34,2.3,0.2,False
20030131,4,2.2,8.0,0.76,1.0185,0.0,4.8,-3.6,False
20030201,7,4.5,10.0,0.89,1.016,0.52,0.8,-2.8,False
20030202,7,5.0,12.0,0.96,1.003,1.02,0.5,2.8,False
20030203,5,4.5,13.0,0.81,0.9906,0.35,4.2,3.4,False
20030204,6,4.2,16.0,0.88,0.9922,0.62,3.0,2.0,False
20030205,4,3.3,13.0,0.85,1.0066,0.09,6.5,2.9,False
20030206,5,2.5,7.0,0.86,1.0192,0.0,5.9,0.7,False
20030207,8,3.2,7.0,0.97,1.02,0.0,0.0,4.5,False
20030208,8,2.9,6.0,0.98,1.0219,0.03,0.0,6.9,False
20030209,8,3.4,7.0,0.92,1.0198,0.0,0.0,5.5,False
20030210,2,2.3,6.0,0.86,1.024,0.0,8.3,0.9,False
20030211,7,1.7,4.0,0.99,1.0278,0.0,0.0,-0.8,False
20030212,7,2.3,7.0,0.96,1.0304,0.0,0.0,-2.7,False
20030213,1,2.7,7.0,0.76,1.0295,0.0,8.9,-2.6,False
20030214,1,3.0,8.0,0.57,1.0314,0.0,8.7,-1.6,False
20030215,8,3.8,9.0,0.84,1.0365,0.0,0.0,-0.7,False
20030216,3,3.7,9.0,0.66,1.0384,0.0,8.7,-1.5,False
20030217,1,3.2,8.0,0.67,1.0386,0.0,8.4,-2.4,False
20030218,1,3.1,7.0,0.65,1.0301,0.0,9.0,-2.1,False
20030219,1,5.0,12.0,0.7,1.0206,0.0,9.0,-0.5,False
20030220,1,3.0,8.0,0.74,1.0166,0.0,9.0,0.5,False
20030221,1,2.0,5.0,0.76,1.0226,0.0,9.0,1.1,False
20030222,1,3.3,9.0,0.75,1.0256,0.0,9.2,2.0,False
20030223,1,3.3,7.0,0.75,1.0274,0.0,9.1,3.9,False
20030224,3,2.6,5.0,0.74,1.0273,0.0,8.4,5.6,False
20030225,1,2.9,9.0,0.66,1.0212,0.0,9.3,3.4,False
20030226,3,2.3,5.0,0.63,1.0145,0.0,9.1,4.7,False
20030227,6,2.0,6.0,0.7,1.0154,0.0,6.7,8.3,False
20030228,5,3.0,11.0,0.76,1.0196,0.31,6.0,9.4,False
20030301,6,3.7,10.0,0.82,1.0159,0.02,7.6,9.7,False
20030302,8,2.7,8.0,0.9,1.0103,0.31,1.4,8.2,False
20030303,5,1.5,6.0,0.85,1.0196,0.0,4.5,6.2,False
20030304,6,4.1,10.0,0.84,1.02,0.09,3.9,6.8,False
20030305,8,2.9,7.0,0.9,1.0156,0.03,0.0,10.7,False
20030306,6,3.2,11.0,0.9,1.0147,0.15,0.6,6.5,False
20030307,6,4.0,13.0,0.87,1.0184,0.09,2.4,5.3,False
20030308,8,7.3,16.0,0.82,1.0159,0.85,1.9,8.0,False
20030309,5,5.4,14.0,0.81,1.0182,0.06,4.6,9.2,False
20030310,7,5.0,12.0,0.79,1.0211,0.0,1.3,10.2,False
20030311,8,4.5,11.0,0.91,1.014,0.72,0.0,9.3,False
20030312,7,4.1,10.0,0.85,1.0251,0.03,1.1,6.9,False
20030313,1,2.8,8.0,0.81,1.0374,0.0,10.2,4.6,False
20030314,1,3.3,9.0,0.66,1.0366,0.0,10.7,4.8,False
20030315,1,4.0,9.0,0.67,1.0411,0.0,10.7,5.4,False
20030316,1,2.0,6.0,0.72,1.0422,0.0,10.9,4.8,False
20030317,2,2.6,8.0,0.86,1.0364,0.0,9.6,3.2,False
20030318,2,2.2,6.0,0.77,1.0343,0.0,9.9,6.0,False
20030319,5,2.3,6.0,0.86,1.0307,0.0,6.2,4.0,False
20030320,6,1.5,6.0,0.81,1.0279,0.0,5.5,3.9,False
20030321,2,4.0,10.0,0.7,1.0266,0.0,10.3,5.2,False
20030322,1,3.2,8.0,0.52,1.026,0.0,11.1,5.8,False
20030323,1,2.3,6.0,0.5,1.0258,0.0,11.1,7.6,False
20030324,3,2.8,10.0,0.64,1.0245,0.0,9.1,10.2,True
20030325,4,1.6,6.0,0.77,1.0233,0.0,6.7,9.7,False
20030326,1,2.3,7.0,0.67,1.0202,0.0,10.8,9.7,False
20030327,4,1.6,5.0,0.84,1.0177,0.0,7.7,7.6,False
20030328,1,3.1,9.0,0.65,1.014,0.0,10.3,12.0,True
20030329,4,1.5,5.0,0.74,1.013,0.0,2.0,11.2,False
20030330,4,2.7,8.0,0.84,1.0181,0.0,9.1,7.8,False
20030331,2,2.2,7.0,0.78,1.0248,0.0,7.7,6.3,False
20030401,5,4.6,16.0,0.84,1.0102,1.57,1.8,6.6,False
20030402,6,5.0,15.0,0.81,1.008,0.36,5.9,5.9,False
20030403,5,4.1,13.0,0.72,1.0224,0.0,6.4,4.9,False
20030404,6,2.7,8.0,0.88,1.0286,0.0,1.2,5.7,False
20030405,7,5.0,13.0,0.77,1.0283,0.0,5.3,7.5,False
20030406,5,3.8,13.0,0.6,1.0275,0.0,5.9,5.0,False
20030407,1,3.4,9.0,0.49,1.028,0.0,11.4,2.6,False
20030408,4,2.9,8.0,0.54,1.0247,0.0,8.0,2.6,False
20030409,5,2.5,9.0,0.6,1.0164,0.04,7.0,2.2,False
20030410,7,2.2,8.0,0.79,1.0076,0.0,5.6,2.8,False
20030411,5,2.5,8.0,0.8,1.0105,0.01,7.2,4.8,False
20030412,1,1.9,7.0,0.62,1.0163,0.0,12.5,6.2,False
20030413,2,3.7,11.0,0.51,1.0211,0.0,11.6,10.9,True
20030414,3,5.5,13.0,0.39,1.0186,0.0,11.2,14.9,True
20030415,1,4.3,9.0,0.44,1.0213,0.0,12.8,17.4,True
20030416,1,4.2,10.0,0.43,1.0253,0.0,12.1,17.5,True
20030417,1,4.6,11.0,0.37,1.0297,0.0,12.7,16.2,True
20030418,1,5.5,13.0,0.5,1.0289,0.0,12.0,12.4,True
20030419,6,5.0,12.0,0.69,1.0198,0.0,3.7,8.0,False
20030420,3,3.7,9.0,0.62,1.0112,0.0,8.6,11.2,False
20030421,3,2.4,9.0,0.68,1.0125,0.39,12.0,14.5,False
20030422,3,2.3,7.0,0.74,1.0169,0.01,10.0,11.7,False
20030423,2,2.7,8.0,0.8,1.0178,0.0,11.1,10.3,False
20030424,3,1.9,9.0,0.61,1.0164,0.0,10.5,14.5,True
20030425,6,2.3,9.0,0.68,1.0119,0.14,2.1,16.3,False
20030426,6,2.7,9.0,0.95,1.0056,1.19,0.3,12.2,False
20030427,6,5.7,16.0,0.82,1.0072,0.08,6.7,12.2,False
20030428,7,4.0,12.0,0.8,1.0017,0.11,2.1,15.6,False
20030429,5,4.3,15.0,0.79,1.0082,0.3,9.7,13.4,False
20030430,6,3.3,11.0,0.87,1.0077,0.42,1.0,11.9,False
20030501,5,5.8,16.0,0.77,1.0139,0.06,6.7,11.8,False
20030502,7,3.6,17.0,0.84,1.0088,0.92,2.9,12.1,False
20030503,6,5.8,17.0,0.73,1.0164,0.21,9.0,12.1,False
20030504,2,3.6,11.0,0.61,1.0153,0.0,12.7,15.8,True
20030505,8,2.0,7.0,0.9,1.0128,0.73,0.0,14.0,False
20030506,6,1.7,7.0,0.82,1.0217,0.36,3.1,11.0,False
20030507,2,1.4,5.0,0.75,1.0242,0.0,10.0,11.2,True
20030508,4,2.0,8.0,0.8,1.0186,0.08,7.4,12.0,False
20030509,7,1.3,4.0,0.8,1.018,0.0,1.9,11.5,False
20030510,3,2.1,7.0,0.73,1.0201,0.0,11.5,11.4,False
20030511,6,2.5,9.0,0.74,1.0189,0.1,7.5,13.8,False
20030512,7,3.5,11.0,0.89,1.0148,1.15,2.4,11.2,False
20030513,5,3.8,12.0,0.76,1.0139,0.2,10.5,9.9,False
20030514,6,3.5,13.0,0.82,1.0182,0.1,5.6,9.5,False
20030515,6,2.0,7.0,0.76,1.0228,0.2,6.4,9.7,False
20030516,2,1.9,6.0,0.7,1.0162,0.0,8.1,11.5,False
20030517,7,3.2,13.0,0.79,1.0089,0.24,3.1,13.8,False
20030518,7,4.3,11.0,0.83,1.0102,0.32,3.9,14.1,False
20030519,7,3.8,12.0,0.88,1.0091,0.34,1.0,12.8,False
20030520,6,5.0,14.0,0.88,1.0125,2.24,3.8,10.7,False
20030521,8,3.4,10.0,0.8,1.0203,0.28,3.8,12.8,False
20030522,8,3.8,11.0,0.91,1.0191,0.3,0.5,13.5,False
20030523,8,4.1,11.0,0.94,1.0118,0.94,0.0,12.9,False
20030524,8,1.1,4.0,0.92,1.0077,0.24,0.0,12.4,False
20030525,7,2.3,8.0,0.91,1.0141,0.18,2.5,12.1,False
20030526,2,1.7,6.0,0.77,1.0233,0.0,12.2,13.3,True
20030527,2,2.1,6.0,0.69,1.026,0.0,8.8,15.4,True
20030528,2,2.4,8.0,0.64,1.0235,0.0,9.0,17.3,True
20030529,1,2.3,9.0,0.65,1.0185,0.0,10.4,19.1,True
20030530,1,2.1,6.0,0.68,1.0146,0.0,14.3,20.6,True
20030531,0,2.4,7.0,0.72,1.0134,0.0,12.7,19.3,True
20030601,0,2.0,8.0,0.68,1.0113,0.0,11.5,21.4,True
20030602,4,2.8,15.0,0.78,1.0094,1.08,6.6,20.3,False
20030603,3,2.1,7.0,0.8,1.0129,0.0,5.1,19.4,True
20030604,2,3.3,16.0,0.8,1.0118,0.35,9.8,21.1,False
20030605,2,2.3,8.0,0.78,1.0193,0.0,7.8,15.8,True
20030606,2,2.2,8.0,0.68,1.0202,0.0,12.5,18.0,True
20030607,2,2.3,9.0,0.73,1.0171,0.0,10.0,19.3,True
20030608,3,3.3,14.0,0.81,1.0122,0.75,6.3,17.4,False
20030609,2,3.2,10.0,0.7,1.0188,0.0,14.0,16.0,True
20030610,5,3.1,8.0,0.78,1.0138,0.77,2.6,18.8,False
20030611,2,3.8,12.0,0.72,1.0194,0.0,12.5,17.4,True
20030612,3,1.8,7.0,0.8,1.0199,0.0,6.5,16.5,True
20030613,1,2.4,8.0,0.68,1.0232,0.0,13.7,17.5,True
20030614,4,3.0,8.0,0.66,1.0221,0.0,6.6,16.9,True
20030615,0,2.3,7.0,0.69,1.0208,0.0,14.3,16.9,True
20030616,1,1.6,6.0,0.69,1.0171,0.0,13.1,17.7,True
20030617,3,2.0,7.0,0.75,1.0128,0.13,5.4,18.9,False
20030618,6,3.8,11.0,0.72,1.0174,0.0,5.7,19.0,True
20030619,8,4.5,13.0,0.82,1.0189,0.02,0.2,18.3,False
20030620,3,3.9,12.0,0.68,1.0201,0.0,11.4,14.7,True
20030621,3,2.5,9.0,0.71,1.0195,0.0,11.7,14.4,True
20030622,5,2.5,7.0,0.66,1.0117,0.01,4.8,18.7,False
20030623,6,3.5,16.0,0.77,1.008,0.02,5.8,19.3,False
20030624,4,2.8,8.0,0.71,1.0193,0.0,6.7,16.1,True
20030625,2,2.6,8.0,0.74,1.0223,0.0,10.8,15.6,True
20030626,0,3.3,8.0,0.63,1.0176,0.0,14.9,17.8,True
20030627,2,2.5,7.0,0.6,1.0148,0.0,10.2,20.8,True
20030628,6,2.5,7.0,0.79,1.0145,0.0,4.4,17.5,True
20030629,4,1.8,7.0,0.68,1.0105,0.0,8.3,17.2,True
20030630,7,2.5,8.0,0.82,1.0042,0.33,0.3,16.5,False
20030701,6,3.8,11.0,0.84,0.9993,0.41,5.8,16.6,False
20030702,6,4.3,11.0,0.86,1.0017,0.57,1.5,15.3,False
20030703,7,4.1,11.0,0.83,1.0076,0.51,3.1,16.1,False
20030704,8,3.6,10.0,0.86,1.013,0.07,0.2,15.1,False
20030705,8,2.9,8.0,0.83,1.0166,0.0,0.3,15.4,True
20030706,7,1.0,4.0,0.8,1.0214,0.0,0.2,15.5,True
20030707,4,1.2,6.0,0.75,1.0227,0.0,5.2,16.7,True
20030708,5,1.6,8.0,0.79,1.0212,0.15,3.5,17.2,False
20030709,3,2.2,8.0,0.76,1.0209,0.0,10.5,18.1,True
